9.696448e-01	9.999013e-01
9.999881e-01	9.982243e-01
9.745279e-01	9.999981e-01
9.999999e-01	1.000000e+00
1.000000e+00	1.000000e+00
9.999998e-01	9.999981e-01
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	9.987934e-01
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
9.860972e-01	9.978287e-01
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	9.999934e-01
1.000000e+00	9.999990e-01
1.000000e+00	1.000000e+00
9.999958e-01	9.913663e-01
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
9.999892e-01	9.999284e-01
9.999996e-01	9.999991e-01
1.000000e+00	9.999997e-01
1.000000e+00	1.000000e+00
9.965585e-01	9.999122e-01
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	9.999996e-01
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
9.995186e-01	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
9.999735e-01	9.998305e-01
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	9.999991e-01
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	9.999999e-01
1.000000e+00	1.000000e+00
9.999999e-01	1.000000e+00
9.999999e-01	1.000000e+00
1.000000e+00	9.999965e-01
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
9.999997e-01	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	9.999982e-01
9.999999e-01	9.983291e-01
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
1.000000e+00	1.000000e+00
