# This file contains the data of final feasible population (if found)
# of objectives = 2, # of constraints = 0, # of real_var = 5, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
1.424024e-03	9.810338e-01	4.362978e-01	4.234367e-01	4.590572e-01	4.657623e-01	4.312068e-01	0.000000e+00	1	1.000000e+14
9.812919e-01	5.767093e-04	-4.340552e-01	-4.374520e-01	-4.583388e-01	-4.566304e-01	-4.374157e-01	0.000000e+00	1	1.000000e+14
1.495904e-01	9.227592e-01	2.458538e-01	2.838329e-01	2.782810e-01	2.882231e-01	2.447735e-01	0.000000e+00	1	4.367725e-03
2.233774e-01	8.952711e-01	2.398114e-01	2.621634e-01	2.268335e-01	1.820362e-01	2.091904e-01	0.000000e+00	1	4.266524e-03
1.446084e-01	9.243369e-01	2.479766e-01	2.834865e-01	2.782809e-01	2.882231e-01	2.577995e-01	0.000000e+00	1	4.199708e-03
9.468950e-01	7.916860e-02	-3.094979e-01	-3.251107e-01	-3.248817e-01	-3.243214e-01	-3.110665e-01	0.000000e+00	1	4.147812e-03
7.819645e-01	4.459292e-01	-1.400800e-01	-8.282861e-02	-8.782096e-02	-9.113281e-02	-1.194962e-01	0.000000e+00	1	4.077108e-03
3.613667e-01	8.304659e-01	1.667480e-01	1.593772e-01	1.310460e-01	1.222721e-01	1.619678e-01	0.000000e+00	1	3.966301e-03
3.584215e-01	8.313569e-01	1.452096e-01	1.490753e-01	1.647888e-01	1.449862e-01	1.428689e-01	0.000000e+00	1	3.944104e-03
1.406863e-01	9.256875e-01	2.479766e-01	2.834865e-01	2.782787e-01	2.895100e-01	2.691410e-01	0.000000e+00	1	3.849845e-03
1.382880e-01	9.272344e-01	2.497212e-01	2.587046e-01	2.806238e-01	2.738406e-01	3.188198e-01	0.000000e+00	1	3.797938e-03
9.528239e-01	6.307024e-02	-3.381549e-01	-3.415066e-01	-3.476022e-01	-3.034374e-01	-3.400448e-01	0.000000e+00	1	3.757550e-03
9.455649e-01	8.403374e-02	-3.279647e-01	-3.254338e-01	-2.913071e-01	-3.298465e-01	-3.035360e-01	0.000000e+00	1	3.748407e-03
6.478571e-01	6.162362e-01	-1.965927e-02	-1.204960e-02	1.384112e-03	-4.867350e-03	-1.287795e-02	0.000000e+00	1	3.738925e-03
2.353080e-01	8.892585e-01	1.976353e-01	2.246133e-01	1.989853e-01	2.297722e-01	2.291682e-01	0.000000e+00	1	3.647922e-03
8.082675e-01	4.006243e-01	-1.351953e-01	-1.193140e-01	-1.294210e-01	-1.413485e-01	-1.118817e-01	0.000000e+00	1	3.638273e-03
9.361873e-02	9.421948e-01	2.962942e-01	3.115740e-01	2.919727e-01	3.062616e-01	3.325259e-01	0.000000e+00	1	3.614612e-03
1.597052e-03	9.800077e-01	4.362978e-01	4.234367e-01	4.295059e-01	4.657623e-01	4.312068e-01	0.000000e+00	1	3.598573e-03
7.754771e-01	4.557144e-01	-9.400876e-02	-8.561911e-02	-8.468656e-02	-9.211270e-02	-1.385804e-01	0.000000e+00	1	3.543686e-03
7.772597e-01	4.518154e-01	-9.474752e-02	-1.091192e-01	-8.794638e-02	-9.113281e-02	-1.205079e-01	0.000000e+00	1	3.541468e-03
1.582389e-01	9.199156e-01	2.663340e-01	2.203756e-01	2.780749e-01	2.863341e-01	2.639213e-01	0.000000e+00	1	3.498175e-03
